lake,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM
I8,2020-08-19,5,3.51,3.97,0.90,0.50,.,0.03,0.00,13.5,.,0.14,0,4.30,0.14,.,.,.,.,442,1279,1153,.,.,.,.,.,.,.
I8,2020-08-19,7,2.24,2.75,1.00,0.59,.,0.04,0.28,14.1,.,0.21,0.01,6.05,0.20,.,.,.,.,450,1351,1136,.,.,.,.,.,.,.
I Swamp,2020-08-19,1,1.10,1.31,0.43,0.42,.,0.03,0.16,15.8,.,0.09,0,2.80,0.09,.,.,.,.,433,782,603,.,.,.,.,.,.,.
I Swamp,2020-08-19,4.5,1.40,1.80,0.79,0.46,.,0.03,0.15,12.7,.,0.12,0,3.69,0.12,.,.,.,.,436,769,567,.,.,.,.,.,.,.
Toolik,2020-08-21,0,1.15,1.31,0.32,0.38,.,0.03,0.00,14.5,17.4,0.11,0,3.48,0.11,41.4,2.9,353.6,29.4,395,950,877,.,.,.,.,.,.,.
Toolik,2020-08-21,1,1.17,1.31,0.26,0.40,.,0.03,0.00,17.0,19.7,0.11,0.02,2.82,0.09,37.5,2.7,345.0,28.7,377,941,874,.,.,.,.,.,.,.
Toolik,2020-08-21,1,1.08,1.19,0.24,0.38,.,0.03,0.00,11.6,14.3,0.10,0,2.94,0.10,37.8,2.7,351.8,29.3,388,.,874,.,.,.,.,.,.,.
Toolik,2020-08-21,3,1.03,1.13,0.20,0.36,.,0.03,0.00,13.6,16.3,0.11,0,3.39,0.11,38.6,2.7,364.1,30.3,401,940,874,.,.,.,.,.,.,.
Toolik,2020-08-21,5,1.26,1.47,0.40,0.38,.,0.02,0.00,14.2,16.9,0.11,0,3.39,0.11,37.8,2.7,335.1,27.9,379,950,875,.,.,.,.,.,.,.
Toolik,2020-08-21,8,1.51,1.70,0.38,0.43,.,0.02,0.11,14.9,17.3,0.08,0,2.49,0.08,34.4,2.4,328.6,27.4,381,990,873,.,.,.,.,.,.,.
Toolik,2020-08-21,12,0.71,0.89,0.37,1.55,.,0.03,2.86,19.9,21.7,0.13,0,4.02,0.13,25.6,1.8,236.1,19.7,397,1382,949,.,.,.,.,.,.,.
Toolik,2020-08-21,16,0.42,0.57,0.30,1.82,.,0.04,3.71,16.7,18.7,0.18,0,5.64,0.18,27.6,2.0,247.5,20.6,417,1443,962,.,.,.,.,.,.,.
Toolik,2020-08-21,19,0.55,0.78,0.46,2.00,.,0.03,3.97,18.1,20.0,0.23,0,7.13,0.23,26.2,1.9,255.5,21.3,413,1445,965,.,.,.,.,.,.,.
E 05,2020-08-24,0,1.76,1.96,0.41,0.33,.,0.04,0.00,11.0,.,0.18,0.05,4.04,0.13,.,.,.,.,404,174,123,.,.,.,.,.,.,.
E 05,2020-08-24,1,1.14,1.30,0.33,0.31,.,0.04,0.00,11.5,.,0.12,0,3.68,0.12,.,.,.,.,401,172,121,.,.,.,.,.,.,.
E 05,2020-08-24,3,1.98,2.28,0.59,0.34,.,0.05,0.00,13.6,.,0.12,0.01,3.48,0.11,.,.,.,.,404,175,121,.,.,.,.,.,.,.
E 05,2020-08-24,5,1.82,2.30,0.95,0.32,.,0.06,0.05,12.3,.,0.22,0.06,5.05,0.16,.,.,.,.,397,251,122,.,.,.,.,.,.,.
E 05,2020-08-24,8,0.47,0.73,0.53,0.94,.,0.09,0.39,11.8,.,0.36,0.12,7.48,0.24,.,.,.,.,382,441,126,.,.,.,.,.,.,.
E 05,2020-08-24,10,0.44,0.91,0.93,2.01,.,0.13,0.50,13.5,.,0.46,0.2,8.03,0.26,.,.,.,.,378,440,129,.,.,.,.,.,.,.
E 06,2020-08-24,0,2.36,2.87,1.02,0.42,.,0.05,0.00,20.8,.,0.35,0.11,7.47,0.24,.,.,.,.,490,177,112,.,.,.,.,.,.,.
E 06,2020-08-24,1,2.32,2.75,0.86,0.43,.,0.05,0.14,23.7,.,0.39,0.13,7.97,0.26,.,.,.,.,487,179,112,.,.,.,.,.,.,.
E 06,2020-08-24,2,2.32,2.83,1.01,0.47,.,0.06,0.00,19.7,.,0.36,0.12,7.47,0.24,.,.,.,.,492,184,113,.,.,.,.,.,.,.
Fog 02,2020-08-27,1,1.11,1.21,0.20,0.36,.,0.04,0.00,10.8,12.8,0.21,0.11,3.16,0.1,27.6,2.0,302.9,25.2,269,1496,1457,.,.,.,.,.,.,.
Fog 02,2020-08-27,3,1.17,1.27,0.21,0.34,.,0.04,0.03,12.0,13.5,0.18,0.09,2.71,0.09,20.9,1.5,288.2,24.0,274,1492,1455,.,.,.,.,.,.,.
Fog 02,2020-08-27,8,2.02,2.23,0.42,0.39,.,0.04,0.00,13.5,16.0,0.23,0.08,4.62,0.15,34.7,2.5,330.2,27.5,306,1911,1777,.,.,.,.,.,.,.
Fog 02,2020-08-27,16,1.06,1.24,0.35,3.32,.,0.04,0.44,15.1,17.4,0.28,0.09,5.85,0.19,32.0,2.3,322.7,26.9,295,2229,1870,.,.,.,.,.,.,.
Fog 03,2020-08-27,1,1.02,1.16,0.27,0.58,.,0.03,0.03,14.8,16.2,0.19,0.09,2.96,0.1,19.9,1.4,203.2,16.9,418,1053,989,.,.,.,.,.,.,.
Fog 03,2020-08-27,3,0.94,1.08,0.26,0.50,.,0.04,0.00,13.4,14.7,0.17,0.09,2.44,0.08,18.1,1.3,203.6,17.0,445,1049,990,.,.,.,.,.,.,.
Fog 03,2020-08-27,8,0.88,1.03,0.29,1.02,.,0.05,0.00,14.7,16.0,0.19,0.1,2.93,0.09,18.9,1.3,183.8,15.3,445,1264,1090,.,.,.,.,.,.,.
Fog 03,2020-08-27,16,0.36,0.50,0.29,1.45,.,0.04,1.98,20.1,20.9,0.20,0.09,3.26,0.11,11.0,0.8,144.3,12.0,490,1600,1257,.,.,.,.,.,.,.
Toolik,2020-08-28,0,1.63,1.84,0.42,0.32,.,0.05,0.00,15.6,18.8,0.22,0.08,4.48,0.14,44.9,3.2,364.2,30.3,393,928,889,.,.,.,.,.,.,.
Toolik,2020-08-28,1,1.83,2.07,0.47,0.35,.,0.03,0.00,13.3,16.2,0.21,0.09,3.64,0.12,40.6,2.9,348.9,29.1,389,927,891,.,.,.,.,.,.,.
Toolik,2020-08-28,1,1.85,2.09,0.49,0.32,.,0.04,0.01,15.5,18.4,0.20,0.09,3.35,0.11,40.4,2.9,349.8,29.1,397,.,891,.,.,.,.,.,.,.
Toolik,2020-08-28,3,1.78,1.99,0.42,0.34,.,0.04,0.00,12.4,15.6,0.18,0.07,3.34,0.11,45.4,3.2,362.9,30.2,399,923,888,.,.,.,.,.,.,.
Toolik,2020-08-28,5,1.44,1.63,0.38,0.36,.,0.04,0.00,14.4,17.0,0.21,0.1,3.56,0.11,36.4,2.6,329.9,27.5,399,925,890,.,.,.,.,.,.,.
Toolik,2020-08-28,8,1.53,1.76,0.45,0.41,.,0.04,0.10,14.0,16.7,0.21,0.08,3.97,0.13,38.3,2.7,311.1,25.9,408,956,878,.,.,.,.,.,.,.
Toolik,2020-08-28,12,1.00,1.25,0.49,1.30,.,0.04,3.15,17.2,19.1,0.25,0.09,5.03,0.16,26.1,1.9,250.4,20.8,418,1190,946,.,.,.,.,.,.,.
Toolik,2020-08-28,16,0.53,0.75,0.43,1.91,.,0.05,4.07,20.7,22.5,0.24,0.08,5.01,0.16,24.9,1.8,232.1,19.3,431,1215,958,.,.,.,.,.,.,.
Toolik,2020-08-28,19,0.51,0.89,0.75,2.00,.,0.05,4.13,18.5,22.6,0.38,0.09,9.12,0.29,57.6,4.1,634.9,52.9,425,1227,962,.,.,.,.,.,.,.
Field Blank,2020-08-28,.,0.00,0.00,0.00,0.03,.,0.03,0.02,.,.,0.01,0,0.4,0.01,1.4,0.10,69.3,5.80,.,.,.,.,.,.,.,.,.,.
Fog 01,2020-08-29,1,0.75,0.83,0.17,0.44,.,0.03,0.04,13.0,14.0,0.15,0.08,2.11,0.07,14.4,1.0,185.8,15.5,414,1422,1390,.,.,.,.,.,.,.
Fog 01,2020-08-29,3,0.74,0.84,0.20,0.44,.,0.03,0.06,17.6,19.7,0.14,0.07,2.22,0.07,29.3,2.1,253.6,21.1,367,1420,1388,.,.,.,.,.,.,.
Fog 01,2020-08-29,8,0.98,1.08,0.20,0.53,.,0.04,0.01,14.7,16.0,0.18,0.09,2.64,0.09,18.0,1.3,186.0,15.5,431,1716,1579,.,.,.,.,.,.,.
Fog 01,2020-08-29,16,0.41,0.57,0.32,1.62,.,0.04,1.02,16.6,17.7,0.20,0.09,3.53,0.11,14.9,1.1,171.7,14.3,428,2112,1799,.,.,.,.,.,.,.
I1,2020-09-02,1,1.18,1.35,0.33,0.38,.,0.04,0.00,14.4,.,0.15,0.05,3.14,0.1,.,.,.,.,418,398,267,.,.,.,.,.,.,.
I1,2020-09-02,9,1.27,1.43,0.31,0.67,.,0.05,0.06,.,.,0.12,0,3.67,0.12,.,.,.,.,.,468,270,.,.,.,.,.,.,.
I2,2020-09-03,1,1.57,1.78,0.42,0.57,.,0.04,0.35,13.7,.,0.16,0.05,3.5,0.11,.,.,.,.,548,497,228,.,.,.,.,.,.,.
I2,2020-09-03,7,1.33,1.49,0.31,1.06,.,0.07,3.38,18.2,.,0.26,0.11,4.58,0.15,.,.,.,.,525,1096,227,.,.,.,.,.,.,.
I2,2020-09-03,14,0.24,0.37,0.26,1.55,.,0.08,4.92,20.7,.,0.30,0.14,4.86,0.16,.,.,.,.,493,1136,234,.,.,.,.,.,.,.
I3,2020-09-02,1,1.29,1.60,0.62,0.47,.,0.09,0.00,18.7,.,0.16,0.01,4.69,0.15,.,.,.,.,519,488,259,.,.,.,.,.,.,.
Toolik,2020-09-04,0,1.38,1.56,0.36,0.38,.,0.03,0.00,15.7,18.4,0.19,0.08,3.49,0.11,37.5,2.7,344.5,28.7,407,1130,897,.,.,.,.,.,.,.
Toolik,2020-09-04,1,0.95,1.60,1.29,0.35,.,0.05,0.00,12.4,15.2,0.17,0.07,3.15,0.1,39.3,2.8,354.1,29.5,398,1116,899,.,.,.,.,.,.,.
Toolik,2020-09-04,1,1.24,1.39,0.30,0.37,.,0.04,0.00,15.2,17.7,0.19,0.09,3.2,0.1,35.8,2.5,339.7,28.3,411,.,899,.,.,.,.,.,.,.
Toolik,2020-09-04,3,1.30,1.47,0.33,0.35,.,0.04,0.00,15.0,17.8,0.30,0.2,3.11,0.1,39.5,2.8,346.0,28.8,413,1113,896,.,.,.,.,.,.,.
Toolik,2020-09-04,5,1.38,1.53,0.30,0.34,.,0.04,0.00,12.0,15.2,0.24,0.1,4.45,0.14,45.7,3.2,334.0,27.8,403,1101,898,.,.,.,.,.,.,.
Toolik,2020-09-04,8,1.63,1.88,0.49,0.36,.,0.06,0.20,15.0,18.0,0.20,0.09,3.56,0.11,42.1,3.0,347.7,28.9,389,1197,905,.,.,.,.,.,.,.
Toolik,2020-09-04,12,0.73,0.90,0.34,1.41,.,0.05,3.65,15.7,18.0,0.27,0.07,6.07,0.2,32.8,2.3,262.2,21.8,438,2174,945,.,.,.,.,.,.,.
Toolik,2020-09-04,16,0.53,0.70,0.35,1.87,.,0.05,4.19,18.0,19.8,0.28,0.08,6.07,0.2,24.8,1.8,219.0,18.2,398,2250,959,.,.,.,.,.,.,.
Toolik,2020-09-04,18,0.51,0.71,0.40,1.93,.,0.05,4.56,18.4,20.5,0.28,0.09,5.97,0.19,29.8,2.1,243.9,20.3,403,2995,960,.,.,.,.,.,.,.
Fog 02,2020-09-08,1,1.09,1.16,0.14,0.34,.,0.04,0.00,11.3,12.4,0.08,0,2.63,0.08,15.8,1.1,258.6,21.5,336,1611,1498,.,.,.,.,.,.,.
Fog 02,2020-09-08,3,0.96,1.05,0.18,0.34,.,0.04,0.00,11.1,12.4,0.09,0,2.86,0.09,17.8,1.3,273.1,22.7,354,1610,1500,.,.,.,.,.,.,.
Fog 02,2020-09-08,10,1.28,1.43,0.29,0.36,.,0.05,0.00,11.0,12.6,0.18,0,5.46,0.18,22.2,1.6,268.1,22.3,343,2248,1777,.,.,.,.,.,.,.
Fog 02,2020-09-08,16,1.22,1.40,0.36,3.96,.,0.04,0.71,17.3,18.9,0.19,0.01,5.69,0.18,23.1,1.6,249.5,20.8,382,2662,1861,.,.,.,.,.,.,.
Fog 03,2020-09-08,1,0.99,1.13,0.27,0.48,.,0.04,0.00,15.2,16.6,0.13,0.01,3.64,0.12,19.0,1.4,211.2,17.6,439,1126,1009,.,.,.,.,.,.,.
Fog 03,2020-09-08,3,0.88,0.97,0.19,0.44,.,0.04,0.04,18.6,20.1,0.10,0,3.18,0.1,21.3,1.5,221.3,18.4,469,1127,1010,.,.,.,.,.,.,.
Fog 03,2020-09-08,10,0.44,0.53,0.18,1.12,.,0.04,0.31,17.0,18.0,0.15,0.04,3.37,0.11,13.9,1.0,155.5,12.9,501,1770,1203,.,.,.,.,.,.,.
Fog 03,2020-09-08,16,0.33,0.46,0.26,0.96,.,0.04,2.84,20.7,21.8,0.14,0.01,4.16,0.13,14.9,1.1,173.8,14.5,532,2022,1252,.,.,.,.,.,.,.
Fog 01,2020-09-09,1,0.44,0.49,0.09,0.42,.,0.03,0.00,14.9,16.4,0.13,0.03,3.03,0.1,20.4,1.5,196.1,16.3,366,1568,1426,.,.,.,.,.,.,.
Fog 01,2020-09-09,3,0.67,0.75,0.16,0.40,.,0.04,0.00,13.9,14.9,0.06,0,1.85,0.06,13.5,1.0,174.2,14.5,366,1573,1431,.,.,.,.,.,.,.
Fog 01,2020-09-09,10,0.29,0.34,0.09,0.71,.,0.03,0.00,15.1,16.2,0.12,0,3.78,0.12,15.5,1.1,142.6,11.9,468,2320,1778,.,.,.,.,.,.,.
Fog 01,2020-09-09,16,0.43,0.58,0.30,2.07,.,0.03,1.67,19.1,20.4,0.17,0.05,3.8,0.12,18.4,1.3,197.5,16.4,449,2796,1801,.,.,.,.,.,.,.
Toolik,2020-09-12,0,1.77,2.00,0.47,0.42,.,0.03,0.57,13.9,16.5,0.21,0.09,3.57,0.12,36.1,2.6,298.0,24.8,399,1110,915,.,.,.,.,.,.,.
Toolik,2020-09-12,1,2.06,2.04,-0.04,0.47,.,0.04,0.60,17.4,20.1,0.20,0.08,3.69,0.12,37.9,2.7,301.2,25.1,405,1103,912,.,.,.,.,.,.,.
Toolik,2020-09-12,1,1.73,1.96,0.46,0.44,.,0.03,0.65,15.8,18.7,0.20,0.08,3.75,0.12,40.4,2.9,313.2,26.1,387,.,912,.,.,.,.,.,.,.
Toolik,2020-09-12,3,0.94,1.08,0.28,0.45,.,0.03,0.72,15.1,18.0,0.18,0.07,3.3,0.11,41.5,2.9,314.5,26.2,383,1101,914,.,.,.,.,.,.,.
Toolik,2020-09-12,5,1.48,1.69,0.42,0.43,.,0.04,0.60,14.9,18.5,0.21,0.09,3.68,0.12,50.2,3.6,340.4,28.3,382,1101,914,.,.,.,.,.,.,.
Toolik,2020-09-12,8,1.37,1.54,0.34,0.44,.,0.07,0.61,12.7,15.2,0.27,0.15,3.69,0.12,35.0,2.5,291.1,24.2,413,1104,909,.,.,.,.,.,.,.
Toolik,2020-09-12,12,1.27,1.44,0.34,0.48,.,0.05,0.88,14.6,17.2,0.25,0.13,3.85,0.12,36.0,2.6,293.0,24.4,386,1142,912,.,.,.,.,.,.,.
Toolik,2020-09-12,16,1.05,1.07,0.05,1.53,.,0.03,4.39,19.4,21.5,0.26,0.09,5.29,0.17,29.4,2.1,240.6,20.0,432,1701,951,.,.,.,.,.,.,.
Toolik,2020-09-12,20,0.58,0.74,0.33,1.69,.,0.03,4.60,18.4,20.3,0.28,0.09,5.94,0.19,26.7,1.9,233.2,19.4,417,1727,955,.,.,.,.,.,.,.
I1,2020-09-14,1,0.70,0.80,0.20,0.37,.,0.04,0.00,14.6,.,0.16,0.02,4.21,0.14,.,.,.,.,415,439,270,.,.,.,.,.,.,.
I1,2020-09-14,9,0.97,1.13,0.31,0.39,.,0.04,0.00,13.5,.,0.20,0.09,3.46,0.11,.,.,.,.,419,439,270,.,.,.,.,.,.,.
I2,2020-09-15,1,0.90,1.08,0.36,0.31,.,0.06,2.04,17.3,.,0.15,0,4.79,0.15,.,.,.,.,523,530,235,.,.,.,.,.,.,.
I2,2020-09-15,14,0.88,1.05,0.33,0.85,.,0.06,2.01,17.2,.,0.23,0.07,4.9,0.16,.,.,.,.,522,425,234,.,.,.,.,.,.,.
I3,2020-09-14,1,0.94,1.16,0.44,0.48,.,0.04,0.00,15.7,.,0.17,0.04,3.92,0.13,.,.,.,.,495,439,258,.,.,.,.,.,.,.
Toolik,2020-09-18,0,1.58,1.81,0.45,0.38,.,0.05,0.48,13.0,16.5,0.20,0.09,3.46,0.11,49.2,3.5,343.5,28.6,378,1651,917,.,.,.,.,.,.,.
Toolik,2020-09-18,1,1.55,1.77,0.43,0.36,.,0.05,0.47,14.4,17.4,0.21,0.09,3.63,0.12,41.8,3.0,313.0,26.1,403,1360,917,.,.,.,.,.,.,.
Toolik,2020-09-18,1,1.59,1.85,0.52,0.40,.,0.06,0.47,15.1,18.4,0.19,0.08,3.4,0.11,46.4,3.3,336.7,28.0,392,.,917,.,.,.,.,.,.,.
Toolik,2020-09-18,3,1.58,1.80,0.44,0.39,.,0.05,0.47,11.5,14.1,0.20,0.09,3.37,0.11,35.9,2.6,291.6,24.3,409,1257,920,.,.,.,.,.,.,.
Toolik,2020-09-18,5,1.88,2.14,0.53,0.36,.,0.07,0.46,14.8,17.5,0.24,0.13,3.32,0.11,38.0,2.7,294.3,24.5,411,1217,918,.,.,.,.,.,.,.
Toolik,2020-09-18,8,1.66,1.89,0.47,0.36,.,0.06,0.50,13.6,16.5,0.24,0.08,4.93,0.16,40.3,2.9,308.0,25.6,405,1202,921,.,.,.,.,.,.,.
Toolik,2020-09-18,12,1.65,1.87,0.44,0.38,.,0.06,0.49,12.2,15.2,0.22,0.09,4.05,0.13,42.9,3.0,331.5,27.6,390,1183,921,.,.,.,.,.,.,.
Toolik,2020-09-18,16,1.50,1.70,0.39,0.38,.,0.05,0.52,13.4,16.3,0.19,0.08,3.52,0.11,41.1,2.9,308.4,25.7,401,1204,932,.,.,.,.,.,.,.
Toolik,2020-09-18,20,1.30,1.52,0.45,0.43,.,0.06,0.56,14.5,17.2,0.23,0.1,4.11,0.13,37.6,2.7,292.1,24.3,399,1207,935,.,.,.,.,.,.,.
Toolik,2021-05-12,3,0.27,0.33,0.12,0.32,.,0.04,3.80,.,.,.,0.05,.,.,14.4,1.00,125.3,10.40,.,.,.,.,.,.,.,.,.,.
Toolik,2021-05-12,8,0.26,0.31,0.09,0.28,.,0.04,4.63,.,.,.,0.05,.,.,16.5,1.20,114.4,9.50,.,.,.,.,.,.,.,.,.,.
Toolik,2021-05-12,12,0.76,0.83,0.14,0.24,.,0.04,6.73,.,.,.,0.03,.,.,12.9,0.90,120.5,10.00,.,.,.,.,.,.,.,.,.,.
Toolik,2021-05-12,16,1.16,1.24,0.17,0.36,.,0.05,7.06,.,.,.,0.04,.,.,12.7,0.90,124.1,10.30,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-11,3,1.89,2.06,0.32,0.00,.,0.01,4.50,.,.,.,0.05,.,.,25.1,1.80,210.4,17.50,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-11,5,1.85,2.04,0.35,0.00,.,0.03,4.36,.,.,.,0.08,.,.,25.6,1.80,221.6,18.50,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-11,8,1.80,1.97,0.34,0.00,.,0.10,4.45,.,.,.,0.04,.,.,25.7,1.80,234.6,19.50,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-11,12,0.47,0.56,0.18,0.00,.,0.02,5.75,.,.,.,0.13,.,.,15.4,1.10,140.7,11.70,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-11,16,0.34,0.43,0.18,0.00,.,0.03,6.40,.,.,.,0.05,.,.,16.2,1.20,152.0,12.70,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-11,20,0.26,0.36,0.19,0.00,.,0.03,8.57,.,.,.,0.05,.,.,18.1,1.30,161.8,13.50,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-18,0,1.37,1.47,0.18,0.40,.,0.03,0.00,.,.,.,0.09,.,.,36.4,2.60,298.5,24.80,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-18,1,1.46,1.57,0.21,0.31,.,0.04,0.26,.,.,.,0.08,.,.,36.0,2.60,296.7,24.70,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-18,1,1.40,1.50,0.19,0.38,.,0.04,0.24,.,.,.,0.10,.,.,39.0,2.80,303.5,25.30,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-18,3,2.27,2.42,0.29,0.35,.,0.03,3.86,.,.,.,0.04,.,.,32.4,2.30,249.3,20.80,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-18,5,2.10,2.28,0.34,0.23,.,0.04,4.53,.,.,.,0.04,.,.,30.1,2.10,215.5,17.90,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-18,8,2.09,2.28,0.36,0.23,.,0.03,2.29,.,.,.,0.05,.,.,29.8,2.10,228.6,19.00,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-18,12,2.12,2.28,0.31,0.21,.,1.14,4.53,.,.,.,0.07,.,.,28.6,2.00,211.9,17.60,.,.,.,.,.,.,.,.,.,.
I1,2021-06-22,1,0.99,1.09,0.20,0.19,.,0.03,0.00,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I1,2021-06-22,5,1.38,1.51,0.26,0.2,.,0.03,0.00,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I1,2021-06-22,9,2.39,2.71,0.61,1.77,.,0.03,0.07,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I2,2021-06-22,1,2.26,2.46,0.37,0.18,.,0.03,2.92,.,.,.,0.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I2,2021-06-22,7,1.72,1.86,0.28,0.11,.,0.04,3.24,.,.,.,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I2,2021-06-22,14,0.96,1.10,0.26,0.12,.,0.05,3.35,.,.,.,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I3,2021-06-22,1,1.15,1.29,0.26,0.09,.,0.04,0.00,.,.,.,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I3,2021-06-22,3.5,2.02,2.42,0.76,0.14,.,0.04,0.00,.,.,.,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I4,2021-06-22,1,2.31,2.50,0.37,0.19,.,0.04,0.00,.,.,.,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I4,2021-06-22,3,4.13,4.55,0.81,0.22,.,0.03,0.00,.,.,.,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I4,2021-06-22,6,7.99,8.54,1.06,0.17,.,0.05,0.00,.,.,.,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I5,2021-06-22,1,1.54,1.71,0.34,0.11,.,0.03,0.00,.,.,.,0.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I5,2021-06-22,5,1.82,2.00,0.35,0.11,.,0.03,0.00,.,.,.,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I5,2021-06-22,7.5,1.35,1.55,0.39,0.27,.,0.03,0.26,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I6 Headwater Lake,2021-06-22,1,1.08,1.17,0.17,0.03,.,0.03,0.00,.,.,.,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I6 Headwater Lake,2021-06-22,2,1.29,1.40,0.21,0.02,.,0.03,0.00,.,.,.,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I6 Headwater Lake,2021-06-22,6,7.27,1.51,0.49,0.29,.,0.03,0.00,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I6,2021-06-23,1,1.59,1.79,0.39,0.13,.,0.03,0.00,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I6,2021-06-23,3,2.91,3.17,0.50,0.05,.,0.03,0.00,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I6,2021-06-23,12,1.50,1.69,0.37,0.61,.,0.03,1.08,.,.,.,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I7,2021-06-23,1,1.21,1.34,0.26,0.09,.,0.02,0.00,.,.,.,0.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I7,2021-06-23,2,1.52,1.69,0.34,0.04,.,0.02,0.00,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I7,2021-06-23,10,1.71,1.89,0.36,3.11,.,0.02,0.33,.,.,.,0.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I8,2021-06-23,1,3.26,3.57,0.59,0.09,.,0.03,0.15,.,.,.,0.10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I8,2021-06-23,3,4.42,4.76,0.65,0.14,.,0.03,0.13,.,.,.,0.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I8,2021-06-23,7,1.17,1.38,0.42,0.87,.,0.03,1.58,.,.,.,0.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I Swamp,2021-06-23,1,0.88,1.04,0.31,0.08,.,0.03,0.15,.,.,.,0.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
I Swamp,2021-06-23,3,2.14,2.40,0.50,0.06,.,0.03,0.00,.,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,0,.,0.25,.,0.36,.,0.02,0.44,.,.,.,0.08,.,.,49.8,3.50,385.7,32.10,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,1,.,2.52,.,0,.,0.02,0.51,.,.,.,0.05,.,.,49.0,3.50,347.0,28.90,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,1,.,1.76,.,0.17,.,0.02,0.50,.,.,.,0.08,.,.,48.6,3.50,355.7,29.60,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,3,.,2.54,.,0,.,0.04,0.48,.,.,.,0.08,.,.,51.3,3.60,1144.6,95.30,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,5,.,3.23,.,0.07,.,0.02,1.08,.,.,.,0.08,.,.,57.4,4.10,507.9,42.30,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,8,1.02,1.07,0.11,0.49,.,0.03,3.13,.,.,.,0.05,.,.,49.3,3.50,358.4,29.80,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,12,1.98,2.18,0.40,0.19,.,0.02,3.45,.,.,.,0.05,.,.,829.1,58.90,2829.5,235.60,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,16,1.94,2.12,0.35,0.30,.,0.02,3.71,.,.,.,0.05,.,.,42.7,3.00,318.1,26.50,.,.,.,.,.,.,.,.,.,.
Toolik,2021-06-25,20,1.02,1.14,0.23,0.72,.,0.02,4.12,.,.,.,0.04,.,.,30.7,2.20,251.7,21.00,.,.,.,.,.,.,.,.,.,.
