lake,date,depth_m,corrected_chl_ug_l,total_chl_ug_l,pheo_ug_l,po4_u_m,no3_u_m,tdn_u_m,tn_u_m,tp_u_m,tdp_u_m,pp_ug_l,pn_ug_l,pc_ug_l,alk_meq_l
Fog 03,2020-08-27T00:00:00Z,1,1.024718683655988,1.1611501606156092,0.2706313288474115,0.03,0.03,14.8,16.2,0.19,0.09,2.96,19.9,203.2,989
Fog 03,2020-08-27T00:00:00Z,3,0.9442655638648156,1.0750612698647235,0.25945197186985425,0.04,0,13.4,14.700000000000001,0.16999999999999998,0.09,2.44,18.1,203.6,990
Fog 03,2020-08-27T00:00:00Z,8,0.8807499429770473,1.0267675018825189,0.2896466921144484,0.05,0,14.7,16,0.19,0.1,2.93,18.9,183.8,1090
Fog 03,2020-08-27T00:00:00Z,16,0.35568747697150005,0.49973551216367995,0.2857398604096044,0.04,1.98,20.1,20.900000000000002,0.2,0.09,3.26,11,144.3,1257
Toolik,2020-08-28T00:00:00Z,0,1.6302342694527086,1.8435620994945838,0.4231662326829052,0.05,0,15.6,18.8,0.22000000000000003,0.08,4.48,44.9,364.2,889
Toolik,2020-08-28T00:00:00Z,1,1.8292498815677145,2.066133378021265,0.4698922628113095,0.03,0,13.3,16.2,0.21,0.09,3.64,40.6,348.9,891
Toolik,2020-08-28T00:00:00Z,1,1.8461873804711189,2.091330126533719,0.4862756645510791,0.04,0.01,15.5,18.4,0.2,0.09,3.35,40.4,349.8,891
Toolik,2020-08-28T00:00:00Z,3,1.7826717595833512,1.994742590569311,0.42067279544654623,0.04,0,12.4,15.600000000000001,0.18,0.07,3.34,45.4,362.9,888
Toolik,2020-08-28T00:00:00Z,5,1.4439217815152556,1.6335891952241304,0.3762324161181384,0.04,0,14.4,17,0.21000000000000002,0.1,3.56,36.4,329.9,890
Toolik,2020-08-28T00:00:00Z,8,1.5328436507581311,1.7616726668291072,0.4539150500911343,0.04,0.1,14,16.7,0.21000000000000002,0.08,3.97,38.3,311.1,878
Toolik,2020-08-28T00:00:00Z,12,0.9993124353008807,1.2451393223237908,0.4876327559007706,0.04,3.15,17.2,19.099999999999998,0.25,0.09,5.03,26.1,250.4,946
Toolik,2020-08-28T00:00:00Z,16,0.53353121545725,0.7517029972882244,0.4327749031948035,0.05,4.07,20.7,22.5,0.24,0.08,5.01,24.9,232.1,958
Toolik,2020-08-28T00:00:00Z,19,0.5081249671021432,0.886085656021315,0.7497390321776851,0.05,4.13,18.5,22.6,0.38,0.09,9.12,57.6,634.9,962
Fog 01,2020-08-29T00:00:00Z,1,0.7452499517498095,0.8314927009109969,0.1710748159374826,0.03,0.04,13,14,0.15000000000000002,0.08,2.11,14.4,185.8,1390
Fog 01,2020-08-29T00:00:00Z,3,0.7367812022981071,0.8377918880391105,0.20036912829116904,0.03,0.06,17.6,19.700000000000003,0.14,0.07,2.22,29.3,253.6,1388
Fog 01,2020-08-29T00:00:00Z,8,0.9823749363974765,1.0834601860355415,0.20051703643520968,0.04,0.01,14.7,16,0.18,0.09,2.64,18,186,1579
Fog 01,2020-08-29T00:00:00Z,16,0.4064999736817144,0.5669268415302252,0.3182296153073257,0.04,1.02,16.6,17.700000000000003,0.2,0.09,3.53,14.9,171.7,1799
I1,2020-09-02T00:00:00Z,1,1.1813905485124818,1.3459263163736086,0.32638020559115366,0.04,0,14.4,NA,0.15000000000000002,0.05,3.14,NA,NA,267
I1,2020-09-02T00:00:00Z,9,1.2745467924812084,1.432015207124495,0.31236110064996586,0.05,0.06,NA,NA,0.12,0,3.67,NA,NA,270
I2,2020-09-03T00:00:00Z,1,1.5667186485649405,1.780570228213448,0.4242051648647216,0.04,0.35,13.7,NA,0.16,0.05,3.5,NA,NA,228
I2,2020-09-03T00:00:00Z,7,1.3295936639172738,1.4866081622348124,0.31146069275905813,0.07,3.38,18.2,NA,0.26,0.11,4.58,NA,NA,227
I2,2020-09-03T00:00:00Z,14,0.23712498464766665,0.3674525824732941,0.25852341241955046,0.08,4.92,20.7,NA,0.30000000000000004,0.14,4.86,NA,NA,234
I3,2020-09-02T00:00:00Z,1,1.287249916658762,1.599993530540858,0.6203716451629642,0.09,0,18.7,NA,0.16,0.01,4.69,NA,NA,259
Toolik,2020-09-04T00:00:00Z,0,1.3761717859016367,1.5558992206440625,0.35651504754342483,0.03,0,15.7,18.4,0.19,0.08,3.49,37.5,344.5,897
Toolik,2020-09-04T00:00:00Z,1,0.9527343133165183,1.6041929886262667,1.292261367517347,0.05,0,12.4,15.2,0.17,0.07,3.15,39.3,354.1,899
Toolik,2020-09-04T00:00:00Z,1,1.2364374199485475,1.390020626270404,0.3046542347982618,0.04,0,15.2,17.7,0.19,0.09,3.2,35.8,339.7,899
Toolik,2020-09-04T00:00:00Z,3,1.2999530408363158,1.467710600850472,0.33277109067922334,0.04,0,15,17.8,0.30000000000000004,0.2,3.11,39.5,346,896
Toolik,2020-09-04T00:00:00Z,5,1.3846405353533393,1.5349019302170168,0.29806494712696063,0.04,0,12,15.2,0.24000000000000002,0.1,4.45,45.7,334,898
Toolik,2020-09-04T00:00:00Z,8,1.6302342694527088,1.877157764177857,0.48980803396925376,0.06,0.2,15,18,0.2,0.09,3.56,42.1,347.7,905
Toolik,2020-09-04T00:00:00Z,12,0.7283124528464044,0.8986840302775422,0.3379563677351717,0.05,3.65,15.7,18,0.27,0.07,6.07,32.8,262.2,945
Toolik,2020-09-04T00:00:00Z,16,0.5250624660055476,0.70340922930602,0.35377628845817344,0.05,4.19,18,19.8,0.28,0.08,6.07,24.8,219,959
Toolik,2020-09-04T00:00:00Z,18,0.5081249671021427,0.7097084164341336,0.3998695754243559,0.05,4.56,18.4,20.5,0.28,0.09,5.97,29.8,243.9,960
Fog 02,2020-09-08T00:00:00Z,1,1.092468679269607,1.1632498896583139,0.1404046445278406,0.04,0,11.3,12.4,0.08,0,2.63,15.8,258.6,1498
Fog 02,2020-09-08T00:00:00Z,3,0.9612030627682202,1.0498645213522688,0.17587267168010148,0.04,0,11.1,12.4,0.09,0,2.86,17.8,273.1,1500
Fog 02,2020-09-08T00:00:00Z,10,1.2787811672070597,1.4257160199963812,0.2914662756025273,0.05,0,11,12.6,0.18,0,5.46,22.2,268.1,1777
Fog 02,2020-09-08T00:00:00Z,16,1.2194999210451427,1.4026190005266312,0.3632428595056346,0.04,0.71,17.3,18.900000000000002,0.19,0.01,5.69,23.1,249.5,1861
Fog 03,2020-09-08T00:00:00Z,1,0.9908436858491788,1.1275544959323367,0.27118542601104656,0.04,0,15.2,16.599999999999998,0.13,0.01,3.64,19,211.2,1009
Fog 03,2020-09-08T00:00:00Z,3,0.8765155682511965,0.9742742758149056,0.19391836491077663,0.04,0.04,18.6,20.1,0.1,0,3.18,21.3,221.3,1010
Fog 03,2020-09-08T00:00:00Z,10,0.44037497148852367,0.5291317187615434,0.17606169041020006,0.04,0.31,17,18,0.15,0.04,3.37,13.9,155.5,1203
Fog 03,2020-09-08T00:00:00Z,16,0.3260468538905416,0.45564120226688465,0.25706890736500787,0.04,2.84,20.7,21.8,0.14,0.01,4.16,14.9,173.8,1252
Fog 01,2020-09-09T00:00:00Z,1,0.44460934621437503,0.4892368669501573,0.08852506407641313,0.03,0,14.9,16.4,0.13,0.03,3.03,20.4,196.1,1426
Fog 01,2020-09-09T00:00:00Z,3,0.6690312066844879,0.7517029972882244,0.16399130939486856,0.04,0,13.9,14.9,0.06,0,1.85,13.5,174.2,1431
Fog 01,2020-09-09T00:00:00Z,10,0.29386560597407263,0.34015610491813514,0.09182381897066941,0.03,0,15.1,16.2,0.12,0,3.78,15.5,142.6,1778
Fog 01,2020-09-09T00:00:00Z,16,0.4276718473109704,0.5774254867437479,0.2970577416780697,0.03,1.67,19.1,20.400000000000002,0.16999999999999998,0.05,3.8,18.4,197.5,1801
Toolik,2020-09-12T00:00:00Z,0,1.7657342606799469,2.003141506740129,0.47093119499312586,0.03,0.57,13.9,16.5,0.21,0.09,3.57,36.1,298,915
Toolik,2020-09-12T00:00:00Z,1,2.0621404914895294,2.0409366295088107,-0.04206088999709049,0.04,0.6,17.4,20.099999999999998,0.2,0.08,3.69,37.9,301.2,912
Toolik,2020-09-12T00:00:00Z,1,1.7276248881472855,1.9590471968433334,0.4590592165610252,0.03,0.65,15.8,18.7,0.2,0.08,3.75,40.4,313.2,912
Toolik,2020-09-12T00:00:00Z,3,0.9357968144131132,1.0792607279501323,0.28458117164314434,0.03,0.72,15.1,18,0.18,0.07,3.3,41.5,314.5,914
Toolik,2020-09-12T00:00:00Z,5,1.4820311540479163,1.6923816084198573,0.4172601826130164,0.04,0.6,14.9,18.5,0.21,0.09,3.68,50.2,340.4,914
Toolik,2020-09-12T00:00:00Z,8,1.3677030364499347,1.5412011173451308,0.34415823409314306,0.07,0.61,12.7,15.2,0.27,0.15,3.69,35,291.1,909
Toolik,2020-09-12T00:00:00Z,12,1.2703124177553569,1.440414123295313,0.33742103827780107,0.05,0.88,14.6,17.2,0.25,0.13,3.85,36,293,912
Toolik,2020-09-12T00:00:00Z,16,1.0501249320110957,1.0729615408220188,0.04529967663325857,0.03,4.39,19.4,21.5,0.26,0.09,5.29,29.4,240.6,951
Toolik,2020-09-12T00:00:00Z,20,0.5758749627157619,0.7412043520747017,0.32795446723033983,0.03,4.6,18.4,20.299999999999997,0.28,0.09,5.94,26.7,233.2,955
I1,2020-09-14T00:00:00Z,1,0.6986718297654464,0.7978970362277243,0.19682737501986183,0.04,0,14.6,NA,0.16,0.02,4.21,NA,NA,270
I1,2020-09-14T00:00:00Z,9,0.9696718122199229,1.1275544959323367,0.31318286254228606,0.04,0,13.5,NA,0.2,0.09,3.46,NA,NA,270
I2,2020-09-15T00:00:00Z,1,0.9019218166063037,1.0834601860355415,0.3601072952539216,0.06,2.04,17.3,NA,0.15,0,4.79,NA,NA,235
I2,2020-09-15T00:00:00Z,14,0.8849843177028989,1.0498645213522688,0.327063443192565,0.06,2.01,17.2,NA,0.23,0.07,4.9,NA,NA,234
I3,2020-09-14T00:00:00Z,1,0.9400311891389641,1.1611501606156092,0.43862107497237096,0.04,0,15.7,NA,0.17,0.04,3.92,NA,NA,258
Toolik,2020-09-18T00:00:00Z,0,1.5836561474683457,1.8099664348113116,0.4489187917652844,0.05,0.48,13,16.5,0.2,0.09,3.46,49.2,343.5,917
Toolik,2020-09-18T00:00:00Z,1,1.5497811496615357,1.765872124914516,0.42864732602693606,0.05,0.47,14.4,17.4,0.21,0.09,3.63,41.8,313,917
Toolik,2020-09-18T00:00:00Z,1,1.5921248969200477,1.8519610156654023,0.5154220687607243,0.06,0.47,15.1,18.4,0.19,0.08,3.4,46.4,336.7,917
Toolik,2020-09-18T00:00:00Z,3,1.575187398016643,1.7994677895977886,0.4448922034757964,0.05,0.47,11.5,14.1,0.2,0.09,3.37,35.9,291.6,920
Toolik,2020-09-18T00:00:00Z,5,1.8758280035520771,2.1417236235586286,0.5274419553368659,0.07,0.46,14.8,17.5,0.24,0.13,3.32,38,294.3,918
Toolik,2020-09-18T00:00:00Z,8,1.6556405178078155,1.893955596519493,0.4727320107749401,0.06,0.5,13.6,16.5,0.24,0.08,4.93,40.3,308,921
Toolik,2020-09-18T00:00:00Z,12,1.6471717683561131,1.8666591189643342,0.4353845218422775,0.06,0.49,12.2,15.2,0.22,0.09,4.05,42.9,331.5,921
Toolik,2020-09-18T00:00:00Z,16,1.5032030276771726,1.7007805245906755,0.3919231964033632,0.05,0.52,13.4,16.3,0.19,0.08,3.52,41.1,308.4,932
Toolik,2020-09-18T00:00:00Z,20,1.2957186661104645,1.5223035559607896,0.44946350507578753,0.06,0.56,14.5,17.2,0.23,0.1,4.11,37.6,292.1,935
Toolik,2021-05-12T00:00:00Z,3,0.26653439207488283,0.3290139963852869,0.12071370205167996,0.04,3.8,NA,NA,NA,0.05,NA,14.4,125.3,NA
Toolik,2021-05-12T00:00:00Z,8,0.2618865246111032,0.3079138399944806,0.08892706182683875,0.04,4.63,NA,NA,NA,0.05,NA,16.5,114.4,NA
Toolik,2021-05-12T00:00:00Z,12,0.7550834421025842,0.8276983532554015,0.14029561880485172,0.04,6.73,NA,NA,NA,0.03,NA,12.9,120.5,NA
Toolik,2021-05-12T00:00:00Z,16,1.1550122294552576,1.2437053215084424,0.17135946372130834,0.05,7.06,NA,NA,NA,0.04,NA,12.7,124.1,NA
Toolik,2021-06-11T00:00:00Z,3,1.8915789020617928,2.0566778367146488,0.318979350568902,0.01,4.5,NA,NA,NA,0.05,NA,25.1,210.4,NA
Toolik,2021-06-11T00:00:00Z,5,1.8543268011459144,2.036710090727128,0.3523735836791424,0.03,4.36,NA,NA,NA,0.08,NA,25.6,221.6,NA
Toolik,2021-06-11T00:00:00Z,8,1.7963790886101052,1.9748100781658133,0.3447375435191018,0.1,4.45,NA,NA,NA,0.04,NA,25.7,234.6,NA
Toolik,2021-06-11T00:00:00Z,12,0.4677208226104652,0.5630904368480882,0.18425883654239256,0.02,5.75,NA,NA,NA,0.13,NA,15.4,140.7,NA
Toolik,2021-06-11T00:00:00Z,16,0.33940803056688623,0.43130331333045063,0.177546255388634,0.03,6.4,NA,NA,NA,0.05,NA,16.2,152,NA
Toolik,2021-06-11T00:00:00Z,20,0.2607647064111443,0.3594194277753755,0.1906058268485264,0.03,8.57,NA,NA,NA,0.05,NA,18.1,161.8,NA
Toolik,2021-06-18T00:00:00Z,0,1.3741886115634905,1.4656325554840313,0.17667424630307038,0.03,0,NA,NA,NA,0.09,NA,36.4,298.5,NA
Toolik,2021-06-18T00:00:00Z,1,1.4611101803672053,1.5694648346191398,0.20934657947414043,0.04,0.26,NA,NA,NA,0.08,NA,36,296.7,NA
Toolik,2021-06-18T00:00:00Z,1,1.403162467831395,1.4995777236628167,0.18627906809154787,0.04,0.24,NA,NA,NA,0.1,NA,39,303.5,NA
Toolik,2021-06-18T00:00:00Z,3,2.2682390335445564,2.4160972644900243,0.2856694537879395,0.03,3.86,NA,NA,NA,0.04,NA,32.4,249.3,NA
Toolik,2021-06-18T00:00:00Z,5,2.098535018261113,2.276323042577378,0.34349530270787404,0.04,4.53,NA,NA,NA,0.04,NA,30.1,215.5,NA
Toolik,2021-06-18T00:00:00Z,8,2.0902567736131408,2.276323042577378,0.35948928296712324,0.03,2.29,NA,NA,NA,0.05,NA,29.8,228.6,NA
Toolik,2021-06-18T00:00:00Z,12,2.115091507557059,2.276323042577378,0.3115073421893756,1.14,4.53,NA,NA,NA,0.07,NA,28.6,211.9,NA
I1,2021-06-22T00:00:00Z,1,0.9851111131087672,1.088242156319887,0.19925430322216348,0.03,0,NA,NA,NA,0.06,NA,NA,NA,NA
I1,2021-06-22T00:00:00Z,5,1.3783277338874769,1.5115583712553295,0.2574082157031244,0.03,0,NA,NA,NA,0.06,NA,NA,NA,NA
I1,2021-06-22T00:00:00Z,9,2.390343142102156,2.7056295813090774,0.6091490767815535,0.03,0.07,NA,NA,NA,0.06,NA,NA,NA,NA
I2,2021-06-22T00:00:00Z,1,2.2640999112205704,2.456032756465066,0.37082380003032833,0.03,2.92,NA,NA,NA,0.08,NA,NA,NA,NA
I2,2021-06-22T00:00:00Z,7,1.7218748867783498,1.8649874752344484,0.2765006365422432,0.04,3.24,NA,NA,NA,0.065,NA,NA,NA,NA
I2,2021-06-22T00:00:00Z,14,0.9602763791648486,1.0962292547148953,0.2626677152224643,0.05,3.35,NA,NA,NA,0.09,NA,NA,NA,NA
I3,2021-06-22T00:00:00Z,1,1.1486064449062308,1.2854236479466556,0.26433763890876427,0.04,0,NA,NA,NA,0.07,NA,NA,NA,NA
I3,2021-06-22T00:00:00Z,3.5,2.0229960358483607,2.4160972644900243,0.7594911189681988,0.04,0,NA,NA,NA,0.05,NA,NA,NA,NA
I4,2021-06-22T00:00:00Z,1,2.3075606956224277,2.500960184936988,0.3736574292961293,0.04,0,NA,NA,NA,0.09,NA,NA,NA,NA
